airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,65,330,433,549,619,712,944,952],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.11299341202194627,-0.2741817429328171,0.38717515495476557]}","{""vectorType"":""dense"",""length"":3,""values"":[0.28570359422232766,0.24317140344363705,0.4711250023340353]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,426,493,626,736,985],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6807033685245116,0.053670804519058035,-0.7343741730435678]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5627204380281925,0.30059095382362216,0.13668860814818526]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,138,233,304,397,415,467,475,491,660,802,895,928],""values"":[1,1,1,1,1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.489782194209173,-1.0365281496219463,-1.4532540445872226]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9534683644143199,0.028044594453113192,0.018487041132566773]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,58,79,560,594,661,986],""values"":[2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1134226745111158,-0.12083388544298301,-0.9925887890681306]}","{""vectorType"":""dense"",""length"":3,""values"":[0.707827518714404,0.20601395030523217,0.08615853098036375]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,151,188,231,248,272,519,699,736,738,776,827,930,944],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6169883162601048,0.03060614666023137,-0.6475944629203322]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5438644472654957,0.30257157721854455,0.15356397551595974]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[415,619,723,736,815,928],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.552856096022667,-0.3925147753790765,-1.1603413206435884]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8269529749842743,0.11819986464474962,0.05484716037097626]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[74,77,151,304,404,415,426,433,610,660,736,804,870,996],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1512272746310948,0.6729751435706827,-1.8242024182017733]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5984829437093636,0.37097916245273366,0.030537893837902695]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[226,415,530,891],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8129722343556354,0.34654994257227945,-1.1595221769279136]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5661386444726915,0.3551061331175088,0.07875522240979968]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,81,230,297,680,847,928],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8647892849217126,0.004710789084481359,-0.8695000740061916]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6251350021132891,0.26451266526591993,0.11035233262079086]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[168,177,344,409,413,519,803,806,975],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5795079494589758,-0.5310871491180351,-0.04842080034093804]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5367516614952217,0.17678608346111668,0.2864622550436616]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[58,560,716,843,978],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.22693376744811275,0.22299179636142463,-0.44992556380953586]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39931694472611745,0.3977459473230805,0.20293710795080197]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,61,123,248,304,319,390,415,429,442,527,553,736],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0669676471784784,-1.0347479710569496,-1.032219676121525]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9173825384518216,0.0412565104745039,0.04136095107367442]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,53,79,174,207,303,325,476,477,488,527,684,699,770,869,872],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.451267559877599,-0.1691571177129349,-2.2821104421646594]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9245830057919663,0.06728370979129124,0.008133284416742504]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,109,415,426,477,527,907,925],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8156896644953697,-0.6671817790210102,-1.1485078854743571]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8809757942885078,0.07356421562649129,0.04545999008500084]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,267,270,415,433,437,507,596,601,627,663,671,817],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6723047131967426,-0.04543196310105163,-1.626872750095687]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8221078553197506,0.14754525186034495,0.030346892819904353]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,330,411,415,426,619,661,671,999],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9229535452238924,-0.3660344669581806,-1.5569190782657087]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8832515226399953,0.0895343184328959,0.027214158927108715]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,29,61,141,152,263,377,624,736,755,791,904,946],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1037667670984077,-0.7277925145121029,-1.3759742525863008]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9176531988198997,0.05406895944239467,0.028277841737705554]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[560,958],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.21863959705758543,-0.0977677062997731,0.31640730335735906]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2606876284759442,0.29418086214245004,0.44513150938160584]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,48,73,433,560,811,825],""values"":[1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.196605408925017,-1.0476782028989369,-0.14892720602607787]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7318477442341982,0.0775783878120738,0.1905738679537281]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,44,174,233,243,286,330,426,536,603,644,746,762],""values"":[1,1,1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7841423155506824,-0.716197959311929,-1.067944356238749]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8773616694584286,0.07199372960526522,0.05064460093630616]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,128,234,426,519,560,598,661,674,786,940,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4762511293653864,0.41365556990630253,-1.8899066992716844]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7245958057844304,0.2503896815893608,0.025014512626208775]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[53,61,90,117,224,233,286,330,347,548,889],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5289172307702643,-0.3719789109612652,-0.15693831980899542]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5235973222687746,0.2126881010455245,0.2637145766857008]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,41,73,153,166,406,415,426,436,456,628,634,661,815,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.5804924187074407,-1.9447916076833682,-0.635700811024068]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9515299353717493,0.0103066273575414,0.03816343727070928]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,29,83,163,208,209,249,282,415,437,741,758,834,899,958,982],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7690701838281662,-1.1763112966962124,-0.5927588871319478]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8719690641829595,0.04584987470121805,0.08218106111582243]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,415,445,660,674,742,842,893,927,953],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.698034561147671,-0.6974765616306482,-1.0005579995170197]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8632401014743701,0.0786636955211677,0.058096203004462325]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,29,146,261,286,362,364,413,415,430,477,527,661,691,925],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.1894666217509715,-0.8453227700407437,-2.344143851710223]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9788173155511046,0.017314696165237415,0.0038679882836579324]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[121,146,404,406,415,540,613],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5226420739921815,-0.36968007457659385,-1.1529619994155853]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8199499592037236,0.12358400959753854,0.056466031198737915]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[275,405,431,497,525,560,683,764,809],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.510991586610222,-0.24306969565972641,-1.267921890950493]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8096014982227112,0.14011743141429342,0.05028107036299538]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[180,415,451,626,699,748,792,954,978],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9639065680344571,-0.014369482899484254,-0.94953708513497]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6563704028499328,0.24676814637574068,0.09686145077432665]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,63,71,256,344,415,618,983],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5233088654629572,0.07035604242835769,-0.5936649078913129]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5094199874901737,0.3238628021830581,0.16671721032676823]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,79,291,332,372,429,472,506,527,560,729,780,791],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.126845208472175,-1.3505741384425287,-1.7762710700296425]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9815602982069406,0.011153173761214415,0.00728652803184503]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[103,131,139,249,426,474,560,728,804,859,886,981],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6451280021639276,-0.11501069501236594,-1.530117307151558]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8238556592453046,0.14172047711151478,0.03442386364318062]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[221,413,415,649],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9161652708765463,-0.5202578773574043,-0.39590739351914117]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6635532215573842,0.15777751624741065,0.1786692621952051]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,21,157,330,372,408,761,825],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7194283267886205,-0.626344572502507,-0.09308375428611065]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5868267842292978,0.1527735547121893,0.2603996610585129]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[91,144,198,233,415,451,457,787,975],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.22305704880233232,-0.5128676056417374,0.7359246544440718]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2294923522990926,0.17175330066962977,0.5987543470312777]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,188,197,231,276,308,388,409,413,415,615,626,898],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4519593885431645,-0.6669615432036649,-0.7849978453394957]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8150330254521637,0.0979353632801288,0.08703161126770739]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,48,160,206,258,330,417,484,493,620,674,929,955],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.925837227890177,-0.6638266490687912,-1.2620105788213813]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8958118531031295,0.06722643368488362,0.036961713211986935]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,323,419,481,585,644,728,780,945],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09619612128717686,0.057047196135454226,-0.15324331742262798]}","{""vectorType"":""dense"",""length"":3,""values"":[0.36485099079887245,0.35084344582935,0.2843055633717777]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,43,89,219,265,330,344,415,534,599,869,939],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.42080468127391324,-0.20535218069104194,-0.21545250058286747]}","{""vectorType"":""dense"",""length"":3,""values"":[0.48451672429825327,0.2590432632811589,0.2564400124205879]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[389,415,527,791],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3540285902875606,-0.34300239935327964,-1.0110261909342797]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7829805870282327,0.1434629642408723,0.07355644873089508]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,29,39,157,162,344,387,511,527,640,645,736,760,874],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2998802412226265,-1.2335187763709,-0.06636146485172201]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7493710065109854,0.05949160315105969,0.1911373903379549]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[92,148,208,249,328,413,613,625,736,785,815],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.5659113860676026,-1.5271957705792334,-1.0387156154883659]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9579600290806523,0.015985769131086167,0.02605420178826161]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[310,415,433,521,736,789,815,909,924],""values"":[1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8426991621417321,-0.6540270160153843,-1.1886721461263448]}","{""vectorType"":""dense"",""length"":3,""values"":[0.884483298370714,0.0728408884960425,0.04267581313324353]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[112,136,189,347,378,517,539,564,576,614,736],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3958388022379509,-0.8704129361660498,-0.5254258660718977]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7999220441087395,0.08295203420906469,0.1171259216821957]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,330,415,473,526,554,661,688,725,888,977],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4130562292951419,-0.12140186095668137,-1.2916543683384567]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7797501022923262,0.16809266360496775,0.05215723410270602]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[175,231,245,266,340,415,472,507,696,747,916],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.33460940150577484,0.25669393520732664,0.07791546629845153]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23164404732096283,0.41842817543090727,0.34992777724812996]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[125,263,297,450,451,525,527,602,699,741,773,802,944],""values"":[1,1,1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1799205072384127,-0.7038130504101365,-1.4761074568282722]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9244190392911049,0.051698662817597704,0.02388229789129737]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[274,401,415,536,560,573,591,596,603,653],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8024165462995818,-0.040760759670684044,-0.7616557866288949]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6098962654639098,0.2624633833021055,0.12764035123398476]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,66,128,152,351,415,429,487,602,697,925,947,996],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9098771265246912,-0.3801580376280114,-1.529719088896675]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8823473334947243,0.08934905065031684,0.028303615854958827]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[21,48,281,332,415,436],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3610627120763181,-1.1759449027818896,-0.18511780929442667]}","{""vectorType"":""dense"",""length"":3,""values"":[0.773896201010363,0.06121731917363696,0.16488647981599996]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,19,172,200,262,372,405,613,687,793,919,980],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.21590416501016,-0.2785239212179778,-0.9373802437921792]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7460019353891144,0.16738559589532054,0.08661246871556526]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[198,263,290,330,372,494,560,727,783,809,813,866,914,936,996],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.2067425549955035,-0.3599907486942005,-1.8467518063012989]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9139534961110801,0.07017880812820529,0.01586769576071452]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,61,252,320,347,391,413,537,560,584,626,650,712,768,952],""values"":[1,1,1,1,1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.52859718422964,-1.657878692563354,-0.8707184916662812]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9536562429777565,0.014495342593923785,0.031848414428319816]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[44,161,294,389,415,540,715,779,815,836],""values"":[1,1,1,1,1,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5515420119714447,-0.06568134275026621,-1.485860669221175]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8023053437929825,0.15921665879496877,0.03847799741204884]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,29,214,268,269,305,330,564,753,878,897,925,932,971,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.861183717187754,-0.1699202243638221,-2.691263492823927]}","{""vectorType"":""dense"",""length"":3,""values"":[0.950443599497972,0.04587062256508226,0.0036857779369458368]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[1,114,157,250,295,297,493,538,546,609,659,861,897,960],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7259107405176171,0.761683335884655,-1.4875940764022677]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4660403452192884,0.48301359655262827,0.050946058228083325]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,61,79,112,211,384,415,602,603,655,780,814,892,898,947],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.8053201757265405,-1.6310199315345562,-2.1743002441919796]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9931619007700367,0.004325611793647658,0.0025124874363154468]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[65,297],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.38815889345253907,0.05131916727569269,0.33683972617684727]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2166084409004371,0.33615399201119867,0.44723756708836415]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,157,166,383,430,472,560,633,783,855,897,970],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0510557403009366,-0.345011351084139,-0.7060443892167938]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7041692106603772,0.17433026797829929,0.12150052136132347]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[1,72,330,360,661,676,805,826,909,950],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2873247027299046,-0.07644100934694709,-0.21088369338295415]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4342780314646545,0.301846690885729,0.2638752776496165]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[136,227,312,347,415,468,505,524,548,660,671,791],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7757296364247867,-0.837867564308358,0.062137927883574695]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5920482968544897,0.11791818226620096,0.2900335208793094]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,109,110,150,372,415,438,480,536,566,661,666,671,925,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.5166085832935132,-0.9762419895274588,-2.5403665937660502]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9866504450201257,0.011039339871752558,0.0023102151081217668]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,79,81,224,304,321,385,389,409,450,560,571,758,885,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.56010936827995,-2.514144909926217,-0.04596445835372781]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9258577121726552,0.005791934151062974,0.06835035367628194]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[11,29,56,87,208,536,560,762,834,906,912,939],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0922940104076961,-0.3969191746289434,-0.6953748357787486]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7179266869619823,0.16192840150255364,0.12014491153546415]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[11,16,24,115,166,263,364,415,527,621,634,780,791,928,931],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.655302481221525,-1.502811404506717,-1.1524910767148038]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9635451137985819,0.01506697743029609,0.021387908771122125]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[92,112,119,224,413,415,537,538,938,946,975],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7925842742323388,0.22717227035999618,-1.0197565445923318]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5775681110284522,0.32813147705389945,0.0943004119176485]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[104,155,262,319,344,354,415,556,666,678,684],""values"":[1,1,1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8225369573928171,-0.5418398165625624,-0.28069714083025143]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6299862742909621,0.16098662038832864,0.20902710532070926]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,25,29,252,334,413,415,520,632,661,815,855,892,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.317427662418482,-0.7986695334480594,-1.5187581289704188]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9381694006618397,0.04158890123996832,0.020241698098192016]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,112,281,374,403,415,515,566,785,824,869],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7082266825515835,-0.9678747925293221,-0.7403518900222575]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8656155230433255,0.05958115698577665,0.07480331997089808]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,415,626,671,817,921],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7964668772048615,-0.5986824748501292,-0.19778440235473058]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6181247557861624,0.1531688572882597,0.22870638692557804]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[0,16,61,86,104,267,286,365,415,534,557,660,699,758,887,951],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7180205500317766,-1.1797204050030778,0.4616998549713062]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5198043836738915,0.07792225513003334,0.4022733611960751]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[177,415,451,453,725],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5806440014864238,0.24631933574395062,-0.8269633372303731]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5100610884629797,0.36511261275838647,0.12482629877863376]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[372,415,515,540,909],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6218560004988162,0.221897801166781,-0.8437538016655959]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5259600220812983,0.3525762838305912,0.12146369408811057]}",0
